strategy,fold,period,in_sample,cumulative_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,mean_turnover,total_turnover,cumulative_return_std,cagr_std,volatility_std,sharpe_std,sortino_std,max_drawdown_std,calmar_std,var_95_std,cvar_95_std,mean_turnover_std,total_turnover_std
iql,0,2014-01-01_2015-12-31,True,0.07313142131743464,0.06393388811886314,0.12389739762815284,0.33877497373717386,0.4732388258030323,-0.11044880974034296,0.5791195773020738,-0.011393398307143674,-0.017753627161925377,0.05181067195173914,14.869662850149135,0.0023249882110113833,0.0020240421258942726,0.00017442333297271398,0.015692177099853002,0.024714322157726905,0.0014201666963203176,0.024116303506038127,0.00013475828222540137,0.00012939466925842728,0.000968938167488774,0.2780852540692785
iql,1,2016-01-01_2017-12-31,True,1.0947314760590467,0.4743031302742362,0.1164083969046481,3.16263383293048,4.678290627646112,-0.07951090863945112,5.966624365870318,-0.01039130527338472,-0.0151584023514821,0.05654590730113196,27.142035504543337,0.021330668538759458,0.007871953128143178,0.0011013610466043724,0.020693842142201355,0.0523492034191941,0.0011504141229316067,0.13787739928509044,0.00022415797514556906,0.00012258105175807542,0.0007722113445456311,0.37066144538190215
iql,2,2018-01-01_2019-12-31,False,0.18950339509490055,0.0908208078788841,0.14228643345335915,0.47015329893546587,0.6137317268116653,-0.20817681258631798,0.4362226616967252,-0.01585810578011452,-0.021861564153706502,0.03742686085664047,18.82571101089016,0.010627628662820347,0.004889435952854216,0.0009997039204215458,0.028781889143450846,0.03723022679864991,0.003278508294262302,0.021650600181998422,0.00026457118105238745,0.0001383247043890861,0.0024827301667878303,1.2488132738942808
iql,3,2020-01-01_2021-12-31,False,0.864526762683387,0.35436691393921244,0.28850592757643234,1.1067451940210071,1.3813906446814006,-0.3150431767550567,1.7291288448567372,-0.020800920082718156,-0.044250954345034454,0.17327903006448298,87.5059101825639,0.46215398041243183,0.16675535425555438,0.08040054258524511,0.6280075110157239,0.9000224500910652,0.1596571907671525,1.2708916132105545,0.005233114751980914,0.013736187707084981,0.04906677117978398,24.77871944579091
iql,4,2022-01-01_2023-12-31,False,0.1171721266971352,0.056303607911775445,0.2110869456165838,0.16911999371179207,0.23624169746384002,-0.3105233354445679,0.21694417830543095,-0.02050923743554506,-0.03243964762852443,0.08719461825955697,43.68450374803804,0.09837729466615656,0.046498792933654276,0.023880909921044812,0.21152280673806598,0.29410698469792795,0.058726324503939276,0.19911964005959382,0.0024652899803923292,0.003881976709032799,0.028396611694429617,14.226702458909239
iql,5,2024-01-01_2025-12-30,False,0.7322968327653406,0.31369909072146135,0.17936588376195278,1.4851171954062026,1.848873849783726,-0.2347891479374776,1.8015290314879855,-0.013920760599955456,-0.027040547543473813,0.10212713621338396,51.16569524290537,0.303651101304217,0.11113831628988002,0.03725932105104234,0.6263112873557523,0.9751655081026139,0.07223087170868277,1.6009185126925227,0.0019076301431293706,0.0072454970743884356,0.017025292587857187,8.529671586516454
ppo,0,2014-01-01_2015-12-31,True,0.0626288158894237,0.054785914935138624,0.12263338383007953,0.2718494839074044,0.3789264521088556,-0.10573580918180943,0.5181396478551173,-0.011366979303131321,-0.017948795566030597,3.4842434783271027e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo,1,2016-01-01_2017-12-31,True,1.0064251492700347,0.44135863903030126,0.09926856065325146,3.4813254652289087,5.1589910366708045,-0.061206686565550984,7.210954616169528,-0.008614932283250817,-0.013042645118929377,2.0832872464164136e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo,2,2018-01-01_2019-12-31,False,0.21625048397517133,0.10305210813255483,0.12614052480636923,0.6189999721549619,0.8314458138572812,-0.1844846095854187,0.5585946077785985,-0.013616305304066736,-0.019172593919517696,1.988027591013675e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo,3,2020-01-01_2021-12-31,False,0.9094295645132601,0.38093646869779163,0.20050275638886852,1.5100135029682653,1.681595458399873,-0.234881541592092,1.6218237760008685,-0.016403989012168864,-0.030899103247477085,1.980154214415601e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo,4,2022-01-01_2023-12-31,False,0.14535359877713505,0.07064688603438052,0.17422207848665536,0.27702018368554826,0.3931975644339483,-0.25389241677292523,0.2782552032562881,-0.016612868790896282,-0.025485065567866595,1.9959638289019532e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ppo,5,2024-01-01_2025-12-30,False,0.7957518816959426,0.34240753636669297,0.1403457135363105,1.9556327293400464,2.499680534308296,-0.1644018287058465,2.082747734998377,-0.01198711822274847,-0.019875750509378263,1.9959638289019532e-15,9.999778782798785e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sac,0,2014-01-01_2015-12-31,True,0.06019656972018321,0.05266507610344497,0.12221276707345603,0.2562139861617484,0.3575898713422144,-0.10588867334959821,0.4974804842809603,-0.011371333418091874,-0.0178740115495271,0.01101001620401895,3.159874650553439,0.0036661967670959554,0.0031965041002487552,0.00034590104734241544,0.02420315011284742,0.03418152247237791,0.0004702887051657231,0.031959437711072514,6.350149762181348e-05,4.0108172464875934e-05,0.00016669011077496173,0.04784006179241412
sac,1,2016-01-01_2017-12-31,True,0.9843874182957778,0.43301773445750963,0.09881209366945631,3.4385327119769413,5.089055002031747,-0.061191860889689344,7.076208164621695,-0.008568303998865299,-0.013022136023011315,0.010197625496841565,4.89486023848395,0.013000781883920055,0.004933692963357963,0.0006313093568497667,0.013517451726984658,0.029104243635365942,0.0004787847994564504,0.028712342683811034,0.00013571523221370203,5.742600976972337e-05,0.00019124486510195844,0.09179753524894006
sac,2,2018-01-01_2019-12-31,False,0.20867826012510066,0.09960386702674526,0.12605475976034822,0.5945401165029933,0.7980896801252009,-0.18472244206780125,0.5392340190033926,-0.013708009351523711,-0.019171200360134234,0.010921573287483536,5.493551363604218,0.0049713078315794,0.002263780344250199,0.0008475712554826805,0.014742139360390651,0.020686979666033247,0.001694865027341254,0.012324545010886274,0.00018677827378295404,0.000131884209335142,0.0002360657062232733,0.11874105023030646
sac,3,2020-01-01_2021-12-31,False,0.7244384517819608,0.3121485308076103,0.202609744976091,1.316381927012475,1.544895797734251,-0.23235083356351183,1.5009817029999253,-0.016286669637475392,-0.030853376820708923,0.10737137941137838,54.22254660274608,0.07701815085079451,0.029011019508835893,0.055710443146454486,0.3173412422442615,0.520445225555803,0.08375301373597475,0.5172489061328767,0.003462752199823542,0.009030743652008235,0.009346148602896807,4.719805044462887
sac,4,2022-01-01_2023-12-31,False,0.10628554764980525,0.05189120579310611,0.17592405689992083,0.1715814509012294,0.24559678640281643,-0.2687029386158511,0.1998845673710976,-0.017580762903079958,-0.026046431135592657,0.04513243460795914,22.611349738587528,0.045954246689479505,0.022034890832394873,0.005127031030628014,0.11732221107447223,0.1682310922379453,0.022202412973888083,0.09293205762688685,0.0009301964953785743,0.0009660195742028894,0.0036715378621623956,1.83944046894336
sac,5,2024-01-01_2025-12-30,False,0.7424193082322553,0.32200535814081066,0.14724647132951735,1.7861680954294854,2.2175450738268694,-0.16905666921927787,2.008300815663017,-0.012591772211826158,-0.021513294252125108,0.04000718215744668,20.043598260880792,0.060270600685073644,0.023035507145029464,0.015353225107379645,0.2735646810830284,0.45428844458829354,0.033701635849309484,0.5226755730784279,0.0014541387109884283,0.003230543751572873,0.001940458164527482,0.9721695404282689
td3bc,0,2014-01-01_2015-12-31,True,0.05854093517120358,0.05118899601502815,0.138161092189878,0.22155163729542643,0.3035098485338585,-0.12296505806507732,0.4257026692397307,-0.013653047610256677,-0.02046885501514419,0.18241160901652118,52.35213178774158,0.025635219219780576,0.022375894548163505,0.006753209098215348,0.1572307952182185,0.21632974962282683,0.011518688872334985,0.18847137383108872,0.001428921579476553,0.0016805949450737925,0.040756588553170575,11.697140914759958
td3bc,1,2016-01-01_2017-12-31,True,1.478823013722102,0.6084440359543413,0.15334362782951066,2.9541942026367667,4.695065166435184,-0.09200098776724708,6.935508902481151,-0.013451958041983342,-0.0193707279048631,0.21640919677973405,103.87641445427235,0.2552043493573967,0.08692086229526241,0.008412858756600168,0.2584506503513019,0.517091536818972,0.015115564193852076,2.034580260834022,0.00018707335846002195,0.0006193063626284556,0.06328037425627221,30.37457964301066
td3bc,2,2018-01-01_2019-12-31,False,0.17301674069606024,0.08304958855518874,0.18905872543482646,0.31408113605668786,0.401079742561296,-0.2860075431747855,0.29201827214413734,-0.0209480815986896,-0.029757676681151545,0.0955445549809788,48.05891115543234,0.0429706960763753,0.01985190715702387,0.009942392268582517,0.09451719012833629,0.12712185452176183,0.011975490864336073,0.07765308974146894,0.0015125902240870719,0.0017715968464884833,0.02647513570435697,13.316993259291557
td3bc,3,2020-01-01_2021-12-31,False,0.936661046503842,0.38810252288296093,0.4042817319939694,0.7766055935798525,0.8092871418204911,-0.42092280528253195,0.9622679890978979,-0.025725165054369382,-0.05719136782857874,0.21728910885141128,109.73099996996271,0.23370015472256417,0.0852690642434475,0.05497518170821477,0.1989495279591464,0.2731145234432356,0.08263000485658166,0.2674468571819103,0.0025366291451335097,0.0036699426419584606,0.03261111697906246,16.46861407442655
td3bc,4,2022-01-01_2023-12-31,False,0.16142041350875996,0.07723314930807183,0.2718329882581465,0.2021191634369896,0.27568873903248325,-0.38488218007669694,0.2187352026105954,-0.026385114194192642,-0.04191775844503136,0.1131023937913409,56.6642992894618,0.09515866866013292,0.045326204372630435,0.030050882591298206,0.15025340455165875,0.20301817224087346,0.06953300660944273,0.12224256978381536,0.0028024987011377005,0.005257826443651988,0.022011468768561585,11.027745853049352
td3bc,5,2024-01-01_2025-12-30,False,0.7004573918927017,0.30512170446626435,0.24507900892144874,1.009890970723913,1.0891938059346307,-0.2807408652964515,1.1144827297398974,-0.01994512182591863,-0.03901027065983575,0.10023320856677245,50.216837491952994,0.12890389762798335,0.05058923712117325,0.031278030812709266,0.17146309265705678,0.24779654108276594,0.027758794791057,0.2818470923309106,0.001599195466118719,0.0050786792029152185,0.02203716819792316,11.040621267159501
