transaction_cost,strategy,cumulative_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,var_95,cvar_95,mean_turnover,total_turnover,algo
0.0,dt_seed1011,2.5176312461774937,0.23408132741849252,0.17233159461409472,1.1044221418785412,1.3241728947927645,-0.279574511758657,0.8372770677341412,-0.015680332996651627,-0.025763748425667192,0.0436772769360063,65.8216563425615,dt
0.0,bc_seed42,3.011128574095748,0.26147318116557083,0.22370913146507088,0.9489117766558837,1.2050605807904091,-0.3152473742072614,0.829422233327354,-0.021130431169261527,-0.033325457779255024,0.12313294335850494,185.56134564126694,bc
0.0,bc_seed123,2.418362902507538,0.22818809263326667,0.17499313597780505,1.0602700891992096,1.3181382336556426,-0.2178893344369618,1.0472660041984958,-0.016253323075847096,-0.02569377886208627,0.042759234345657364,64.43816615890564,bc
0.0,bc_seed456,2.2686879399726716,0.21902705880108608,0.17660838880301552,1.008180013415025,1.2161416127982163,-0.2551749209005923,0.8583408511622965,-0.016425144934920886,-0.026441170665397317,0.04156568932826751,62.63949381769915,bc
0.0,bc_seed789,2.6978918363468103,0.24443752507128047,0.1726226629534433,1.1509707783408414,1.448453904819179,-0.22730108936174723,1.0753909088498066,-0.016483182711168057,-0.025533959288366548,0.04337490665194229,65.36598432447703,bc
0.0,bc_seed1011,2.4895390155512684,0.2324277831393835,0.17164629797397538,1.1010201422751376,1.318550276527678,-0.2775342882855255,0.8374741174332423,-0.015593156690523248,-0.025671598629486005,0.04397416482674868,66.26906639391026,bc
0.0005,buy_and_hold,2.569309250683413,0.23709464838453043,0.17235124233620225,1.1184462747604234,1.3787344508904342,-0.23290510666551942,1.017988191753252,-0.015875878695959682,-0.02566829108051967,6.634448207207596e-16,9.998113448261847e-13,buy_and_hold
0.0005,equal_weight,2.569309250683413,0.23709464838453043,0.17235124233620225,1.1184462747604234,1.3787344508904342,-0.23290510666551942,1.017988191753252,-0.015875878695959682,-0.02566829108051967,6.634448207207596e-16,9.998113448261847e-13,equal_weight
0.0005,mean_variance,2.6658419229872217,0.242627411348876,0.1760171368046561,1.1205046375421406,1.399310261430956,-0.23290510666551942,1.0417436303675343,-0.016650007053306097,-0.02607864677397608,0.0068065645363195905,10.257492756233622,mean_variance
0.0005,min_variance,2.527015979145883,0.23463127429795327,0.17098580564276805,1.115720462657084,1.3718600413693218,-0.23290510666551942,1.0074114632227142,-0.015727670186560235,-0.025476985654688332,0.00016377460625661177,0.24680833162871396,min_variance
0.0005,risk_parity,0.03487416365829388,0.005748723133368605,0.08129270576393804,-0.17551067571917214,-0.14323004319520397,-0.23290510666551942,0.024682683929401702,-2.728765644444554e-05,-0.007257715565075888,0.0014012349408248448,2.111661055823041,risk_parity
0.0005,momentum,3.702905260345055,0.2954863460869588,0.22592765843403545,1.057356957210899,1.4224668809989753,-0.3077388076902881,0.9601855167526991,-0.02233679609920163,-0.0335089578333265,0.15058299364853717,226.9285714283455,momentum
0.0005,dt_seed42,2.3484954413699755,0.2239542389840512,0.2206387985365671,0.8252709774891529,1.0381825888384362,-0.36180447749951095,0.6189924473346351,-0.02100535471356841,-0.03312368176811511,0.1358792052266695,204.76996227659092,dt
0.0005,dt_seed123,2.341932174775735,0.2235527463954914,0.1753669843253981,1.0364477369649931,1.284935693062018,-0.21817888293507567,1.0246305388868218,-0.016248234346470016,-0.025811766469912855,0.042643704011580116,64.26406194545123,dt
0.0005,dt_seed456,2.1619293945142344,0.21227687946407503,0.17666196354603086,0.9764428431393241,1.1777532635391899,-0.2558059895391528,0.8298354539958286,-0.016390822673558667,-0.026485169887937213,0.04153405435032979,62.591819905946984,dt
0.0005,dt_seed789,2.567713919315523,0.23700217052178552,0.17188259230378952,1.1210608677241682,1.4133194158087188,-0.22788696309290335,1.0399988103977942,-0.016348083890638077,-0.025405465828859098,0.04330051388569174,65.25387442573745,dt
0.0005,dt_seed1011,2.4042043970423004,0.22733597083859802,0.17231860001642496,1.0726987283734326,1.286240600249766,-0.27981109276400307,0.8124623244666596,-0.015682521627726178,-0.025791912359749404,0.04368718737503729,65.8365913741812,dt
0.0005,bc_seed42,2.656049379790077,0.2420717200877447,0.22371016421335108,0.8796235440545713,1.1170189698345503,-0.32956638473073857,0.734515810177429,-0.02119415140992315,-0.033405581781135535,0.12313294335850494,185.56134564126694,bc
